,sex,income
7488,female,27.0
7489,female,
7490,female,87.0
7491,male,
7492,female,27.0
7493,male,82.0
7494,female,85.0
7495,male,
7496,female,
7497,male,269.0
7498,female,
7499,male,
7500,female,
7501,male,
7502,female,229.0
7503,male,
7504,female,599.0
7505,male,
7506,male,
7507,male,275.0
7508,female,
7509,male,209.0
7510,female,203.0
7511,female,
7512,female,
7513,male,190.0
7514,female,150.0
7515,male,
7516,male,319.0
7517,female,
7518,male,
7519,female,166.0
7520,male,226.0
7521,female,191.0
7522,male,326.0
7523,male,316.0
7524,male,
7525,female,178.0
7526,male,
7527,female,
7528,female,
7529,male,449.0
7530,male,
7531,male,
7532,male,455.0
7533,female,228.0
7534,female,
7535,male,
7536,female,
7537,male,
7538,female,
7539,male,300.0
7540,female,300.0
7541,female,
7542,male,
7543,female,
7544,male,
7545,male,425.0
7546,female,150.0
7547,male,
7548,male,
7549,male,289.0
7550,male,
7551,female,
7552,female,
7553,male,
7554,male,
7555,male,
7556,female,271.0
7557,male,
7558,female,
7559,female,
7560,female,
7561,male,
7562,female,
7563,male,
7564,female,
7565,male,
7566,male,
7567,male,
7568,male,
7569,female,
7570,male,
7571,male,
7572,male,
7573,male,
7574,male,
7575,female,208.0
7576,male,833.0
7577,female,
7578,male,27.0
7579,female,
7580,female,
7581,male,
7582,female,150.0
7583,female,200.0
7584,male,
7585,female,
7586,female,95.0
7587,female,
7588,male,
7589,male,
7590,female,
7591,male,
7592,male,503.0
7593,female,180.0
7594,female,
7595,female,
7596,male,263.0
7597,female,
7598,female,
7599,male,
7600,male,500.0
7601,female,
7602,female,
7603,male,200.0
7604,female,230.0
7605,male,321.0
7606,male,
7607,male,
7608,male,
7609,female,310.0
7610,female,
7611,male,392.0
7612,male,
7613,male,684.0
7614,female,554.0
7615,male,
7616,male,
7617,female,
7618,male,
7619,female,
7620,female,241.0
7621,male,150.0
7622,male,
7623,female,148.0
7624,female,210.0
7625,female,
7626,male,209.0
7627,female,
7628,female,65.0
7629,male,
7630,female,27.0
7631,male,
7632,female,150.0
7633,male,292.0
7634,male,395.0
7635,female,
7636,male,
7637,female,
7638,male,
7639,female,
7640,female,180.0
7641,male,325.0
7642,female,209.0
7643,female,239.0
7644,male,356.0
7645,male,
7646,female,
7647,male,308.0
7648,female,
7649,male,
7650,female,
7651,female,
7652,female,
7653,male,
7654,female,100.0
7655,female,
7656,female,
7657,female,
7658,male,67.0
7659,male,210.0
7660,male,
7661,female,
7662,male,282.0
7663,female,
7664,male,
7665,male,
7666,female,
7667,male,1200.0
7668,female,
7669,male,150.0
7670,male,
7671,male,250.0
7672,male,
7673,female,
7674,female,
7675,male,
7676,female,
7677,male,550.0
7678,female,
7679,male,
7680,male,
7681,male,
7682,female,
7683,female,208.0
7684,male,237.0
7685,female,
7686,male,
7687,female,
7688,female,207.0
7689,female,225.0
7690,male,191.0
7691,male,220.0
7692,female,168.0
7693,male,
7694,male,
7695,female,
7696,male,
7697,female,
7698,female,263.0
7699,female,250.0
7700,male,440.0
7701,female,
7702,female,
7703,female,
7704,female,320.0
7705,male,
7706,male,211.0
7707,female,258.0
7708,male,
7709,male,
7710,female,194.0
7711,female,
7712,female,
7713,female,
7714,male,
7715,female,
7716,male,
7717,female,
7718,male,
7719,female,
7720,male,370.0
7721,female,150.0
7722,male,
7723,male,
7724,female,180.0
7725,male,
7726,female,
7727,male,
7728,male,70.0
7729,female,
7730,female,
7731,female,
7732,male,
7733,female,
7734,female,
7735,male,
7736,female,
7737,male,
7738,female,
7739,male,
7740,male,
7741,male,
7742,female,
7743,male,
7744,female,
7745,male,
7746,male,
7747,female,
7748,male,
7749,male,
7750,male,346.0
7751,female,
7752,male,
7753,female,
7754,female,
7755,male,138.0
7756,male,157.0
7757,female,
7758,male,
7759,female,
7760,male,
7761,female,
7762,female,
7763,male,
7764,female,
7765,male,290.0
7766,male,
7767,female,
7768,male,
7769,female,
7770,male,329.0
7771,female,276.0
7772,male,
7773,female,
7774,male,
7775,female,
7776,female,
7777,male,
7778,female,452.0
7779,male,
7780,female,
7781,female,27.0
7782,female,
7783,female,
7784,male,269.0
7785,male,
7786,female,540.0
7787,female,
7788,female,
7789,female,
7790,female,
7791,female,
7792,male,
7793,female,
7794,male,
7795,female,
7796,female,
7797,male,
7798,female,169.0
7799,male,245.0
7800,male,
7801,female,
7802,male,
7803,male,
7804,male,
7805,male,
7806,female,119.0
7807,male,
7808,male,546.0
7809,female,125.0
7810,male,379.0
7811,male,
7812,female,200.0
7813,female,
7814,female,
7815,male,207.0
7816,female,
7817,female,
7818,female,
7819,male,295.0
7820,female,160.0
7821,male,
7822,female,
7823,female,
7824,male,
7825,female,
7826,female,
7827,male,
7828,female,173.0
7829,female,
7830,male,275.0
7831,male,30.0
7832,female,198.0
7833,female,
7834,male,
7835,male,
7836,female,102.0
7837,male,113.0
7838,female,
7839,male,
7840,female,207.0
7841,female,
7842,female,
7843,female,
7844,male,
7845,female,
7846,male,27.0
7847,female,
7848,male,
7849,female,
7850,male,
7851,female,
7852,male,343.0
7853,female,83.0
7854,male,476.0
7855,female,
7856,male,
7857,male,
7858,female,
7859,male,
7860,male,
7861,female,
7862,female,27.0
7863,male,497.0
7864,female,
7865,male,
7866,female,
7867,male,170.0
7868,female,164.0
7869,male,279.0
7870,male,363.0
7871,female,141.0
7872,male,
7873,female,
7874,male,
7875,male,
7876,female,
7877,male,358.0
7878,female,
7879,female,
7880,female,
7881,female,
7882,male,
7883,female,
7884,male,
7885,male,223.0
7886,male,78.0
7887,female,50.0
7888,male,
7889,female,27.0
7890,female,
7891,male,27.0
7892,male,625.0
7893,female,108.0
7894,female,
7895,female,
7896,male,
7897,female,230.0
7898,male,
7899,female,
7900,male,
7901,female,
7902,male,
7903,female,
7904,female,
7905,female,
7906,male,
7907,female,
7908,female,
7909,female,27.0
7910,female,188.0
7911,female,80.0
7912,male,339.0
7913,female,
7914,male,289.0
7915,female,198.0
7916,male,
7917,male,
7918,female,
7919,female,300.0
7920,male,
7921,male,
7922,female,121.0
7923,male,
7924,female,676.0
7925,female,
7926,male,
7927,male,
7928,female,
7929,female,300.0
7930,male,
7931,female,
7932,male,407.0
7933,female,200.0
7934,male,
7935,female,
7936,male,
7937,male,
7938,female,
7939,male,623.0
7940,female,461.0
7941,female,
7942,male,
7943,female,485.0
7944,male,487.0
7945,female,
7946,male,
7947,male,166.0
7948,female,496.0
7949,male,
7950,female,
7951,male,
7952,female,
7953,female,
7954,male,679.0
7955,female,536.0
7956,female,
7957,female,
7958,male,
7959,male,
7960,female,140.0
7961,male,
7962,female,
7963,male,1287.0
7964,female,776.0
7965,male,
7966,female,148.0
7967,male,536.0
7968,male,
7969,female,
7970,male,
7971,female,128.0
7972,female,
7973,female,
7974,female,
7975,male,336.0
7976,male,
7977,female,
7978,male,
7979,female,
7980,male,
7981,female,
7982,male,277.0
7983,male,327.0
7984,female,170.0
7985,male,
7986,male,
7987,male,
7988,female,
7989,male,
7990,female,
7991,male,
7992,female,
7993,female,133.0
7994,female,230.0
7995,male,
7996,female,
7997,male,
7998,male,190.0
7999,female,
8000,male,
8001,female,172.0
8002,male,
8003,male,
8004,female,
8005,male,315.0
8006,male,
8007,female,35.0
8008,male,
8009,female,304.0
8010,male,263.0
8011,male,
8012,male,
8013,female,
8014,male,
8015,female,
8016,male,384.0
8017,female,
8018,male,
8019,female,140.0
8020,female,
8021,male,
8022,female,
8023,male,310.0
8024,female,
8025,female,
8026,male,
8027,female,
8028,female,
8029,female,
8030,male,
8031,female,
8032,male,
8033,female,309.0
8034,female,
8035,female,
8036,female,
8037,male,308.0
8038,female,301.0
8039,female,218.0
8040,female,
8041,female,205.0
8042,male,
8043,female,
8044,male,
8045,female,
8046,female,229.0
8047,female,
8048,male,
8049,male,200.0
8050,female,217.0
8051,male,
8052,female,
8053,female,
8054,male,
8055,female,
8056,female,
8057,female,
8058,male,
8059,female,
8060,female,
8061,male,
8062,female,
8063,female,128.0
8064,male,
8065,male,
8066,female,
8067,male,475.0
8068,female,
8069,male,
8070,female,
8071,female,
8072,male,
8073,female,
8074,female,
8075,male,355.0
8076,female,
8077,male,
8078,male,279.0
8079,male,
8080,female,150.0
8081,female,
8082,male,
8083,female,
8084,female,
8085,female,
8086,female,
8087,female,
8088,male,
8089,male,270.0
8090,female,210.0
8091,male,
8092,male,148.0
8093,female,30.0
8094,female,215.0
8095,male,447.0
8096,female,
8097,male,
8098,male,454.0
8099,female,296.0
8100,male,
8101,male,836.0
8102,female,
8103,female,
8104,female,
8105,female,27.0
8106,male,200.0
8107,female,208.0
8108,female,
8109,female,181.0
8110,male,
8111,female,
8112,female,519.0
8113,male,383.0
8114,female,
8115,female,
8116,male,
8117,female,
8118,male,459.0
8119,female,446.0
8120,female,
8121,male,291.0
8122,female,179.0
8123,female,433.0
8124,female,
8125,male,675.0
8126,female,170.0
8127,female,
8128,female,
8129,male,350.0
8130,female,208.0
8131,male,
8132,female,
8133,female,
8134,male,
8135,female,
8136,male,
8137,male,180.0
8138,female,
8139,male,42.0
8140,male,27.0
8141,female,
8142,male,
8143,male,
8144,female,
8145,male,
8146,male,325.0
8147,female,
8148,female,
8149,male,
8150,female,
8151,male,708.0
8152,female,
8153,female,
8154,female,
8155,male,
8156,female,
8157,male,
8158,female,
8159,female,
8160,female,
8161,male,
8162,female,
8163,male,
8164,female,
8165,female,353.0
8166,male,
8167,female,
8168,male,350.0
8169,male,
8170,female,
8171,male,
8172,female,
8173,male,
8174,female,
8175,male,
8176,male,
8177,female,
8178,male,
8179,female,
8180,male,923.0
8181,female,244.0
8182,female,
8183,female,
8184,male,
8185,male,
8186,male,
8187,female,
8188,female,27.0
8189,female,27.0
8190,male,
8191,female,
8192,male,208.0
8193,male,
8194,female,
8195,female,
8196,female,272.0
8197,male,
8198,male,
8199,male,
8200,male,508.0
8201,female,167.0
8202,female,
8203,female,
8204,male,
8205,male,
8206,female,
8207,male,
8208,female,33.0
8209,male,260.0
8210,female,
8211,male,300.0
8212,male,
8213,male,
8214,female,168.0
8215,male,
8216,female,
8217,female,
8218,male,500.0
8219,female,
8220,female,
8221,male,
8222,female,
8223,male,313.0
8224,female,275.0
8225,male,
8226,female,667.0
8227,female,333.0
8228,male,427.0
8229,female,
8230,male,
8231,female,
8232,female,27.0
8233,male,
8234,male,
8235,female,
8236,female,
8237,male,
8238,female,
8239,male,317.0
8240,female,27.0
8241,male,
8242,female,295.0
8243,male,
8244,male,513.0
8245,female,
8246,male,
8247,female,
8248,male,
8249,male,
8250,male,
8251,female,
8252,male,
8253,female,
8254,male,
8255,female,
8256,female,170.0
8257,female,
8258,male,680.0
8259,female,
8260,female,
8261,male,
8262,male,507.0
8263,female,218.0
8264,male,
8265,female,
8266,male,566.0
8267,female,452.0
8268,female,
8269,male,
8270,male,648.0
8271,female,
8272,male,
8273,male,
8274,male,439.0
8275,female,100.0
8276,male,
8277,male,
8278,male,242.0
8279,female,
8280,female,
8281,male,
8282,male,
8283,male,
8284,female,
8285,female,
8286,male,
8287,female,
8288,male,175.0
8289,female,108.0
8290,male,
8291,male,
8292,male,
8293,male,
8294,female,
8295,male,
8296,female,
8297,female,
8298,female,
8299,female,
8300,male,
8301,female,
8302,male,
8303,female,
8304,male,
8305,female,
8306,male,275.0
8307,female,
8308,female,
8309,male,
8310,female,
8311,female,
8312,female,
8313,male,
8314,female,
8315,female,
8316,male,
8317,female,
8318,female,
8319,female,
8320,female,
8321,male,
8322,female,
8323,male,
8324,female,
8325,male,
8326,female,27.0
8327,male,562.0
8328,female,
8329,female,
8330,female,
8331,male,
8332,male,
8333,female,35.0
8334,female,
8335,male,178.0
8336,male,
8337,female,
8338,female,
8339,male,
8340,female,
8341,male,483.0
8342,female,
8343,female,
8344,male,
8345,female,
8346,male,45.0
8347,female,
8348,male,
8349,female,
8350,male,
8351,female,
8352,female,
8353,male,210.0
8354,female,200.0
8355,female,
8356,female,220.0
8357,female,
8358,female,
8359,male,
8360,female,
8361,female,
8362,male,
8363,male,
8364,male,
8365,female,
8366,female,
8367,male,
8368,female,50.0
8369,male,
8370,female,
8371,female,
8372,male,
8373,female,
8374,male,
8375,male,
8376,female,
8377,male,350.0
8378,female,
8379,male,
8380,female,
8381,male,
8382,female,
8383,female,
8384,male,183.0
8385,male,
8386,female,
8387,male,
8388,female,
8389,female,
8390,female,
8391,female,
8392,female,
8393,female,
8394,male,
8395,female,
8396,female,
8397,male,150.0
8398,female,
8399,female,
8400,male,
8401,male,
8402,female,
8403,female,
8404,female,
8405,female,
8406,male,
8407,female,
8408,male,
8409,female,
8410,male,
8411,female,
8412,male,
8413,female,
8414,male,
8415,female,
8416,female,27.0
8417,male,
8418,female,155.0
8419,male,
8420,female,
8421,female,
8422,female,27.0
8423,male,892.0
8424,female,
8425,female,
8426,female,
8427,male,792.0
8428,female,
8429,female,
8430,female,
8431,male,
8432,male,845.0
8433,female,
8434,female,
8435,female,
8436,male,
8437,male,840.0
8438,female,217.0
8439,male,
8440,female,
8441,male,717.0
8442,female,
8443,female,
8444,male,
8445,female,
8446,male,
8447,female,
8448,female,
8449,male,425.0
8450,female,
8451,female,260.0
8452,male,
8453,female,
8454,male,
8455,female,177.0
8456,male,
8457,male,
8458,male,
8459,female,
8460,male,269.0
8461,male,319.0
8462,female,
8463,female,
8464,male,
8465,male,
8466,female,
8467,male,
8468,female,
8469,male,160.0
8470,female,180.0
8471,female,
8472,male,
8473,female,62.0
8474,male,350.0
8475,female,
8476,male,230.0
8477,male,
8478,female,
8479,male,
8480,female,
8481,female,
8482,female,
8483,female,
8484,male,
8485,female,
8486,male,
8487,female,
8488,male,
8489,female,230.0
8490,male,
8491,female,65.0
8492,male,
8493,male,
8494,female,
8495,male,
8496,male,217.0
8497,female,
8498,male,
8499,female,
8500,male,
8501,female,
8502,male,550.0
8503,female,175.0
8504,female,
8505,female,
8506,male,1150.0
8507,female,108.0
8508,male,
8509,male,
8510,male,
8511,female,103.0
8512,female,
8513,male,320.0
8514,female,150.0
8515,female,
8516,female,
8517,male,338.0
8518,female,80.0
8519,female,
8520,female,
8521,male,
8522,female,458.0
8523,male,
8524,female,
8525,female,200.0
8526,male,410.0
8527,female,
8528,male,
8529,male,
8530,female,
8531,male,
8532,female,60.0
8533,female,
8534,male,
8535,female,195.0
8536,male,720.0
8537,female,
8538,female,185.0
8539,female,
8540,female,
8541,female,
8542,male,208.0
8543,female,258.0
8544,female,
8545,male,
8546,male,378.0
8547,female,190.0
8548,male,
8549,male,965.0
8550,female,155.0
8551,male,
8552,female,
8553,male,27.0
8554,female,
8555,male,
8556,female,81.0
8557,female,
8558,female,
8559,female,
8560,female,
8561,female,215.0
8562,female,182.0
8563,female,155.0
8564,male,
8565,male,197.0
8566,male,
8567,male,
8568,female,27.0
8569,male,
8570,male,420.0
8571,female,53.0
8572,female,
8573,male,
8574,male,
8575,female,
8576,female,210.0
8577,male,1408.0
8578,female,500.0
8579,female,
8580,male,
8581,male,
8582,male,
8583,female,
8584,male,244.0
8585,female,240.0
8586,female,
8587,male,
8588,female,
8589,female,
8590,male,
8591,female,
8592,female,
8593,male,
8594,male,
8595,male,
8596,female,175.0
8597,male,
8598,female,
8599,female,
8600,female,
8601,female,
8602,male,
8603,male,
8604,female,
8605,male,
8606,female,201.0
8607,female,
8608,male,
8609,male,
8610,female,
8611,male,
8612,male,358.0
8613,female,220.0
8614,male,
8615,male,
8616,female,
8617,female,
8618,male,216.0
8619,female,
8620,female,
8621,male,
8622,female,228.0
8623,female,
8624,male,
8625,male,
8626,male,
8627,female,167.0
8628,female,
8629,female,
8630,male,
8631,female,72.0
8632,female,
8633,female,
8634,male,
8635,female,
8636,male,
8637,female,
8638,male,
8639,female,
8640,male,
8641,female,
8642,female,
8643,male,210.0
8644,female,190.0
8645,female,
8646,male,
8647,male,
8648,female,
8649,male,
8650,female,
8651,female,
8652,female,27.0
8653,male,
8654,female,
8655,male,
8656,male,420.0
8657,female,290.0
8658,female,
8659,female,200.0
8660,male,
8661,female,
8662,female,
8663,male,389.0
8664,female,
8665,male,
8666,female,
8667,female,
8668,male,
8669,female,
8670,male,266.0
8671,male,687.0
8672,female,577.0
8673,male,
8674,female,
8675,male,
8676,female,25.0
8677,male,
8678,female,
8679,male,327.0
8680,male,
8681,male,
8682,female,
8683,female,475.0
8684,male,708.0
8685,female,
8686,female,
8687,male,
8688,female,244.0
8689,male,
8690,female,
8691,male,
8692,female,
8693,female,
8694,male,
8695,male,
8696,male,
8697,female,
8698,female,210.0
8699,male,
8700,female,
8701,male,
8702,female,
8703,male,
8704,female,
8705,female,
8706,male,
8707,female,
8708,female,150.0
8709,female,303.0
8710,male,375.0
8711,male,
8712,female,
8713,male,
8714,female,
8715,male,230.0
8716,female,
8717,female,138.0
8718,male,
8719,male,66.0
8720,female,221.0
8721,female,
8722,male,
8723,female,
8724,female,35.0
8725,male,258.0
8726,female,200.0
8727,female,
8728,female,
8729,female,
8730,female,
8731,male,
8732,female,
8733,male,
8734,female,
8735,male,318.0
8736,female,
8737,female,
8738,male,419.0
8739,female,
8740,female,
8741,female,
8742,male,299.0
8743,male,
8744,female,
8745,female,
8746,female,
8747,female,
8748,male,
8749,female,
8750,male,
8751,female,
8752,female,
8753,female,
8754,male,
8755,female,
8756,female,
8757,male,250.0
8758,female,
8759,male,
8760,male,
8761,female,
8762,male,231.0
8763,female,
8764,male,482.0
8765,female,
8766,female,
8767,male,
8768,female,
8769,male,300.0
8770,female,120.0
8771,male,
8772,male,
8773,female,
8774,male,
8775,female,186.0
8776,male,
8777,male,208.0
8778,male,
8779,male,
8780,male,455.0
8781,female,200.0
8782,female,70.0
8783,female,
8784,male,
8785,male,
8786,female,
8787,male,
8788,female,
8789,male,
8790,female,
8791,female,
8792,male,195.0
8793,female,
8794,female,
8795,male,
8796,male,408.0
8797,female,260.0
8798,female,
8799,male,
8800,male,
8801,male,
8802,female,
8803,female,
8804,male,256.0
8805,female,
8806,male,
8807,male,
8808,female,
8809,male,
8810,female,
8811,male,
8812,female,
8813,male,
8814,female,
8815,male,
8816,female,
8817,female,
8818,male,
8819,female,
8820,female,
8821,female,
8822,male,128.0
8823,female,
8824,female,124.0
8825,female,
8826,female,
8827,male,
8828,female,
8829,female,
8830,male,
8831,female,
8832,male,100.0
8833,female,128.0
8834,male,575.0
8835,male,280.0
8836,female,
8837,female,228.0
8838,female,40.0
8839,male,
8840,male,
8841,female,212.0
8842,female,
8843,male,
8844,male,
8845,male,380.0
8846,female,
8847,female,
8848,female,
8849,male,
8850,female,
8851,female,
8852,male,
8853,female,110.0
8854,male,346.0
8855,female,223.0
8856,male,
8857,female,
8858,male,
8859,female,261.0
8860,male,
8861,female,
8862,female,
8863,male,350.0
8864,female,
8865,female,241.0
8866,male,208.0
8867,male,
8868,female,
8869,female,
8870,male,
8871,female,27.0
8872,male,
8873,male,339.0
8874,female,
8875,male,
8876,female,
8877,female,
8878,female,
8879,male,
8880,male,
8881,female,
8882,male,
8883,male,
8884,male,
8885,female,
8886,female,
8887,male,
8888,female,
8889,male,
8890,female,
8891,female,
8892,male,268.0
8893,female,
8894,female,148.0
8895,male,785.0
8896,female,217.0
8897,female,
8898,male,
8899,female,
8900,female,
8901,male,351.0
8902,female,185.0
8903,male,
8904,female,
8905,female,
8906,female,
8907,female,
8908,male,
8909,female,
8910,female,71.0
8911,male,660.0
8912,female,
8913,male,
8914,male,
8915,female,88.0
8916,female,
8917,female,
8918,male,
8919,female,
8920,female,
8921,female,
8922,male,
8923,female,
8924,female,
8925,male,
8926,female,
8927,female,
8928,female,120.0
8929,female,
8930,male,335.0
8931,male,
8932,male,480.0
8933,female,174.0
8934,male,
8935,male,319.0
8936,male,358.0
8937,female,
8938,male,
8939,female,
8940,male,
8941,female,82.0
8942,male,54.0
8943,female,
8944,male,
8945,female,165.0
8946,male,52.0
8947,female,
8948,male,
8949,female,27.0
8950,male,
8951,male,491.0
8952,male,
8953,female,
8954,male,
8955,female,
8956,male,
8957,male,
8958,female,
8959,male,
8960,female,218.0
8961,male,
8962,female,
8963,female,
8964,male,
8965,female,
8966,female,
8967,male,
8968,female,
8969,female,
8970,male,
8971,female,
8972,female,
8973,male,
8974,female,201.0
8975,male,
8976,female,
8977,female,27.0
8978,male,
8979,female,
8980,male,331.0
8981,female,
8982,male,272.0
8983,female,
8984,female,
8985,female,
8986,male,309.0
8987,male,
8988,male,
8989,female,
8990,female,
8991,female,
8992,male,323.0
8993,male,325.0
8994,male,
8995,female,
8996,male,
8997,male,
8998,male,
8999,female,
9000,male,27.0
9001,female,159.0
9002,male,429.0
9003,female,197.0
9004,female,214.0
9005,female,
9006,male,255.0
9007,female,
9008,female,
9009,male,
9010,female,
9011,female,
9012,male,
9013,female,
9014,female,
9015,male,
9016,female,
9017,male,
9018,female,
9019,male,
9020,female,
9021,female,
9022,male,
9023,female,
9024,male,
9025,male,
9026,female,100.0
9027,male,
9028,female,
9029,male,
9030,female,
9031,female,
9032,male,27.0
9033,male,
9034,female,
9035,male,
9036,female,
9037,male,
9038,female,
9039,female,
9040,male,
9041,female,
9042,male,290.0
9043,male,319.0
9044,female,118.0
9045,female,280.0
9046,female,175.0
9047,female,
9048,male,
9049,male,
9050,female,
9051,female,
9052,female,207.0
9053,female,360.0
9054,male,
9055,female,
9056,female,
9057,female,
9058,male,
9059,female,65.0
9060,female,
9061,female,
9062,female,
9063,female,
9064,male,
9065,female,
9066,male,
9067,female,
9068,male,
9069,male,
9070,female,
9071,female,125.0
9072,male,
9073,female,168.0
9074,male,
9075,female,155.0
9076,female,
9077,female,
9078,male,
9079,female,
9080,female,248.0
9081,female,211.0
9082,male,264.0
9083,female,
9084,female,
9085,female,
9086,female,27.0
9087,male,413.0
9088,female,27.0
9089,female,
9090,female,
9091,male,
9092,female,
9093,male,
9094,female,
9095,female,
9096,female,
9097,male,423.0
9098,female,396.0
9099,female,
9100,male,
9101,male,450.0
9102,female,175.0
9103,female,
9104,female,
9105,male,
9106,female,
9107,male,328.0
9108,female,160.0
9109,female,
9110,male,
9111,male,
9112,female,185.0
9113,female,408.0
9114,male,
9115,female,
9116,male,
9117,male,348.0
9118,female,
9119,male,
9120,female,200.0
9121,male,603.0
9122,female,
9123,female,
9124,female,
9125,male,
9126,female,
9127,male,
9128,female,180.0
9129,female,
9130,male,
9131,female,
9132,female,
9133,female,
9134,male,
9135,female,90.0
9136,female,
9137,male,
9138,male,
9139,female,
9140,female,
9141,male,200.0
9142,female,
9143,male,
9144,female,
9145,male,297.0
9146,male,
9147,female,
9148,female,278.0
9149,female,250.0
9150,male,379.0
9151,female,
9152,male,
9153,female,
9154,male,
9155,male,
9156,female,175.0
9157,female,
9158,female,185.0
9159,female,220.0
9160,male,383.0
9161,male,168.0
9162,male,
9163,female,
9164,female,
9165,male,
9166,male,
9167,female,210.0
9168,male,
9169,female,
9170,female,228.0
9171,male,
9172,female,
9173,male,292.0
9174,female,69.0
9175,female,
9176,female,
9177,male,368.0
9178,male,
9179,male,
9180,male,
9181,male,402.0
9182,female,
9183,female,
9184,male,
9185,male,
9186,female,
9187,female,263.0
9188,female,242.0
9189,female,
9190,male,
9191,female,
9192,male,
9193,female,170.0
9194,male,
9195,female,
9196,female,
9197,male,
9198,female,
9199,male,
9200,female,
9201,female,248.0
9202,male,
9203,female,
9204,female,
9205,female,
9206,female,
9207,female,27.0
9208,male,
9209,female,185.0
9210,female,
9211,female,
9212,male,
9213,male,
9214,male,
9215,male,
9216,female,
9217,female,27.0
9218,male,
9219,female,
9220,female,
9221,female,
9222,male,160.0
9223,female,
9224,female,
9225,male,
9226,female,
9227,male,
9228,female,
9229,female,98.0
9230,male,383.0
9231,male,
9232,female,
9233,male,331.0
9234,male,
9235,female,27.0
9236,female,27.0
9237,male,
9238,female,
9239,male,
9240,female,
9241,female,
9242,female,188.0
9243,male,
9244,female,
9245,male,
9246,female,
9247,male,
9248,female,
9249,female,27.0
9250,male,
9251,female,
9252,male,
9253,male,
9254,female,165.0
9255,male,179.0
9256,female,317.0
9257,female,
9258,male,333.0
9259,female,500.0
9260,male,
9261,male,
9262,male,492.0
9263,female,
9264,male,
9265,male,
9266,female,
9267,female,
9268,female,
9269,male,120.0
9270,female,
9271,male,260.0
9272,female,
9273,male,350.0
9274,male,
9275,male,
9276,female,233.0
9277,female,
9278,female,
9279,male,
9280,male,27.0
9281,female,
9282,female,
9283,male,422.0
9284,female,423.0
9285,male,
9286,female,
9287,female,27.0
9288,male,
9289,male,
9290,female,
9291,male,212.0
9292,female,
9293,female,144.0
9294,female,170.0
9295,female,197.0
9296,female,
9297,male,417.0
9298,female,
9299,female,
9300,male,
9301,male,
9302,female,
9303,male,
9304,female,177.0
9305,male,316.0
9306,female,
9307,male,
9308,female,
9309,male,243.0
9310,female,30.0
9311,female,
9312,male,
9313,female,
9314,male,
9315,female,168.0
9316,female,250.0
9317,female,
9318,male,
9319,male,
9320,male,
9321,female,
9322,female,
9323,female,27.0
9324,female,
9325,female,
9326,female,
9327,male,
9328,female,
9329,male,240.0
9330,female,
9331,male,297.0
9332,female,
9333,female,
9334,male,
9335,female,
9336,male,27.0
9337,female,
9338,female,
9339,female,109.0
9340,male,
9341,female,27.0
9342,female,
9343,male,
9344,female,
9345,female,27.0
9346,female,
9347,female,
9348,male,410.0
9349,female,
9350,male,
9351,female,27.0
9352,male,27.0
9353,female,27.0
9354,male,
9355,female,
9356,female,
9357,female,423.0
9358,male,185.0
9359,female,
9360,male,314.0
9361,female,
9362,male,421.0
9363,female,
9364,female,
9365,male,
9366,female,
9367,female,
9368,female,
9369,male,
9370,female,276.0
9371,male,
9372,male,
9373,female,218.0
9374,female,
9375,male,
9376,male,
9377,female,
9378,male,
9379,male,
9380,female,
9381,male,
9382,male,
9383,female,
9384,male,
9385,female,258.0
9386,male,
9387,male,360.0
9388,female,
9389,male,
9390,female,
9391,male,667.0
9392,female,150.0
9393,female,
9394,male,
9395,female,
9396,male,
9397,female,165.0
9398,male,
9399,male,
9400,male,
9401,female,
9402,female,138.0
9403,female,
9404,female,
9405,female,
9406,male,
9407,male,
9408,female,158.0
9409,male,
9410,female,
9411,male,
9412,female,
9413,male,
9414,female,
9415,female,
9416,male,
9417,female,
9418,male,27.0
9419,female,
9420,female,
9421,male,27.0
9422,female,
9423,female,
9424,female,
9425,female,
9426,male,
9427,female,
9428,male,176.0
9429,female,
9430,female,
9431,male,
9432,female,
9433,male,
9434,female,
9435,female,
9436,male,
9437,female,
9438,female,100.0
9439,male,200.0
9440,female,100.0
9441,male,
9442,female,
9443,male,
9444,female,
9445,male,
9446,female,
9447,male,502.0
9448,female,
9449,male,
9450,female,
9451,female,
9452,male,200.0
9453,male,
9454,female,
9455,female,
9456,female,
9457,male,
9458,female,
9459,female,
9460,male,
9461,female,36.0
9462,male,
9463,female,
9464,female,
9465,female,
9466,female,27.0
9467,female,
9468,male,301.0
9469,female,50.0
9470,female,
9471,male,
9472,male,
9473,female,
9474,female,
9475,female,27.0
9476,female,
9477,male,
9478,female,
9479,female,
9480,male,
9481,female,
9482,female,
9483,female,
9484,male,
9485,female,
9486,male,658.0
9487,female,110.0
9488,female,
9489,female,
9490,female,
9491,male,
9492,male,592.0
9493,female,
9494,female,
9495,female,
9496,male,
9497,male,309.0
9498,female,
9499,male,
9500,male,744.0
9501,female,
9502,female,
9503,male,555.0
9504,female,135.0
9505,female,
9506,female,190.0
9507,male,751.0
9508,female,143.0
9509,female,
9510,female,147.0
9511,male,667.0
9512,female,
9513,male,475.0
9514,female,
9515,male,
9516,female,
9517,male,
9518,male,
9519,female,
9520,female,
9521,male,408.0
9522,female,
9523,male,
9524,male,
9525,male,
9526,female,
9527,female,216.0
9528,male,330.0
9529,male,
9530,female,167.0
9531,male,333.0
